title,url,category,rating,rating_count,meta_data,image_url,ingredients,directions,nutrition
The Best Steak Marinade,https://www.allrecipes.com/recipe/176770/the-best-steak-marinade/,"['Home', 'Recipes', 'Side Dish', 'Sauces and Condiments', 'Marinade Recipes', 'The Best Steak Marinade']",4.5,848,"['total: 5 mins', 'prep: 5 mins', 'Servings: 4', 'Yield: 1 cup marinade']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F07%2F07%2F7968044-the-best-steak-marinade-trusted-brands.jpeg,"['¼ cup olive oil ', '¼ cup balsamic vinegar ', '¼ cup Worcestershire sauce ', '¼ cup soy sauce ', '2 teaspoons Dijon mustard ', '2 teaspoons minced garlic ', '1 pinch salt and pepper to taste ']","['Mix olive oil, balsamic vinegar, Worcestershire sauce, soy sauce, Dijon mustard, and garlic in a small bowl. Season with salt and pepper.', 'Marinate steaks for at least 2 hours for best flavor.']",Per Serving:  156 calories; protein 1.2g; carbohydrates 7.8g; fat 13.5g; sodium 1135.4mg. Full Nutrition
Grilled Salmon I,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,"['Home', 'Recipes', 'BBQ & Grilling', 'Seafood', 'Salmon', 'Grilled Salmon I']",5,5474,"['cook: 16 mins', 'additional: 2 hrs', 'total: 2 hrs 31 mins', 'prep: 15 mins', 'Servings: 6', 'Yield: 6 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F-0001%2F11%2F30%2F800839.jpg,"['1\u2009½ pounds salmon fillets ', ' lemon pepper to taste ', ' garlic powder to taste ', ' salt to taste ', '⅓ cup soy sauce ', '⅓ cup brown sugar ', '⅓ cup water ', '¼ cup vegetable oil ']","['Season salmon fillets with lemon pepper, garlic powder, and salt.', 'In a small bowl, stir together soy sauce, brown sugar, water, and vegetable oil until sugar is dissolved. Place fish in a large resealable plastic bag with the soy sauce mixture, seal, and turn to coat. Refrigerate for at least 2 hours.', 'Preheat grill for medium heat.', 'Lightly oil grill grate. Place salmon on the preheated grill, and discard marinade. Cook salmon for 6 to 8 minutes per side, or until the fish flakes easily with a fork.', 'The nutrition data for this recipe includes information for the full amount of the marinade ingredients. Depending on marinating time, ingredients, cooking method, etc., the actual amount of the marinade consumed will vary.']",Per Serving:  318 calories; protein 20.5g; carbohydrates 13.2g; fat 20.1g; cholesterol 55.8mg; sodium 1091.8mg. Full Nutrition
Marinated Tuna Steak,https://www.allrecipes.com/recipe/39455/marinated-tuna-steak/,"['Home', 'Recipes', 'Main Dishes', 'Seafood Main Dishes', 'Tuna', 'Marinated Tuna Steak']",4.5,1142,"['cook: 11 mins', 'additional: 30 mins', 'total: 51 mins', 'prep: 10 mins', 'Servings: 4', 'Yield: 4 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F07%2F22%2F1608428.jpg,"['¼ cup orange juice ', '¼ cup soy sauce ', '2 tablespoons olive oil ', '1 tablespoon lemon juice ', '2 tablespoons chopped fresh parsley ', '1 clove garlic, minced ', '½ teaspoon chopped fresh oregano ', '½ teaspoon ground black pepper ', '4 (4 ounce) tuna steaks ']","['In a large non-reactive dish, mix together the orange juice, soy sauce, olive oil, lemon juice, parsley, garlic, oregano, and pepper. Place the tuna steaks in the marinade and turn to coat. Cover, and refrigerate for at least 30 minutes.', 'Preheat grill for high heat.', 'Lightly oil grill grate. Cook the tuna steaks for 5 to 6 minutes, then turn and baste with the marinade. Cook for an additional 5 minutes, or to desired doneness. Discard any remaining marinade.']",Per Serving:  200 calories; protein 27.4g; carbohydrates 3.7g; fat 7.9g; cholesterol 50.6mg; sodium 944.6mg. Full Nutrition
Beef Bulgogi,https://www.allrecipes.com/recipe/100606/beef-bulgogi/,"['Home', 'Recipes', 'World Cuisine', 'Asian', 'Korean', 'Main Dishes', 'Bulgogi Recipes', 'Beef Bulgogi']",5,1126,"['cook: 5 mins', 'additional: 1 hr', 'total: 1 hr 15 mins', 'prep: 10 mins', 'Servings: 4', 'Yield: 4 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F04%2F07%2F100606-beef-bulgogi-2x3-266.jpg,"['5 tablespoons soy sauce ', '¼ cup chopped green onion ', '2\u2009½ tablespoons white sugar ', '2 tablespoons minced garlic ', '2 tablespoons sesame seeds ', '2 tablespoons sesame oil ', '½ teaspoon ground black pepper ', '1 pound flank steak, thinly sliced ']","['This restaurant-worthy beef bulgogi recipe is easy to make and impossible to resist. A sweet and savory marinade, made with ingredients you probably already have on hand, ensures melt-in-your-mouth bulgogi every time.\xa0', 'Bulgogi, or Korean barbecue, literally means ""fire meat."" Thin slices of beef (or sometimes pork) are marinated in a sweet-savory sauce, then grilled to juicy and flavorful perfection.\xa0', 'Learn more: What Is Bulgogi?', '""Bulgogi"" is pronounced ""bul-GOH-gee.""', 'You can make this simple beef bulgogi with just eight ingredients:', ""SteakThis recipe calls for flank steak because it's tender and flavorful. You can also use skirt steak or hanger steak.\xa0"", 'Soy SauceSalty, umami-rich soy sauce is the base of this beef bulgogi marinade.\xa0', 'SugarA couple tablespoons of white sugar lends sweetness, balancing the other savory flavors.\xa0', 'Green Onion and GarlicChopped green onion and minced garlic add flavor to the marinade, without overpowering the other ingredients.\xa0', 'Sesame Seeds\xa0You can use toasted or un-toasted sesame seeds.\xa0', 'Sesame OilUse good quality sesame oil for the best flavor.\xa0', 'PepperFinish strong with a touch of black pepper. If you used low-sodium soy sauce, you can also add a pinch of salt here if you want.\xa0', ""You'll find the full recipe below, but here's what you can expect when you make this top-rated beef bulgogi:"", 'Place the flank steak in a shallow bowl. In a separate bowl, combine the rest of the ingredients and whisk until blended. Pour the marinade over the steak — make sure the meat is completely covered. Cover the bowl and allow the beef to marinate in the fridge for about an hour.\xa0\xa0', ""On a lightly oiled grill set to high heat, cook the beef until it's charred and completely cooked through. This should take about 1 or 2 minutes on each side.\xa0"", 'Recipe creator Tenny Sharp suggests serving in lettuce cups with rice and gochujang. You can also pair the beef bulgogi with one of these delicious, Korean-inspired side dishes:', 'Kongnamool (Korean Soybean Sprouts) Refreshing Korean Cucumber Salad Tteokbokki (Korean Spicy Rice Cakes)', 'For more inspiration, explore our collection of Essential Korean Side Dishes.\xa0', 'Store leftover beef bulgogi in the fridge in an airtight container for up to four days. Reheat in the microwave or on the stove.\xa0', 'Yes, you can freeze cooked beef bulgogi. Allow it to cool, then place it in a freezer-safe container. Freeze for up to three months. Thaw in the fridge overnight.\xa0', '""This was amazing,"" raves Corinne. ""I used brown sugar instead of white. My husband wants to eat this once a week. I made the Asian Cucumber Salad recipe from this site to go with it. This will definitely be something I make again!""', '""Phenomenal,"" according to Sheila. ""One of the best recipes I have found on this site. I have added it to our meal rotation and served it with broccoli or bok choy on the side along with the rice. Fantastic.""', '""Since I always marinate it overnight, I don\'t fuss much over the slicing of the beef,"" says SummerSandals. ""I cut it as thin as I can with my terrible knives and don\'t worry about it too much. Make sure all of the sugar dissolves in the marinade before adding it to the beef. I use brown sugar and it takes longer to dissolve. Since I hardly ever buy green onions, I use white or red onions and it works great.""', 'Editorial contributions by Corey Williams', 'Whisk soy sauce, green onion, sugar, garlic, sesame seeds, sesame oil, and pepper together in a bowl.', 'Place flank steak slices in a shallow dish. Pour marinade over top. Cover and refrigerate for at least 1 hour or overnight.', 'Preheat an outdoor grill for high heat, and lightly oil the grate.', 'Quickly grill flank steak slices on the preheated grill until slightly charred and cooked through, 1 to 2 minutes per side.']",Per Serving:  232 calories; protein 16.2g; carbohydrates 12.4g; fat 13.2g; cholesterol 27.2mg; sodium 1157.4mg. Full Nutrition
Lisa's Favorite Carne Asada Marinade,https://www.allrecipes.com/recipe/186691/lisas-favorite-carne-asada-marinade/,"['Home', 'Recipes', 'BBQ & Grilling', 'Beef', 'Carne Asada', ""Lisa's Favorite Carne Asada Marinade""]",5,574,"['cook: 10 mins', 'additional: 1 day 10 mins', 'total: 1 day 40 mins', 'prep: 20 mins', 'Servings: 12']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6693569.jpg,"['¾ cup orange juice ', '½ cup lemon juice ', '⅓ cup lime juice ', '1 bunch fresh cilantro, chopped ', '½ cup soy sauce ', '4 cloves garlic, minced ', '1 tablespoon chili powder ', '1 tablespoon ground cumin ', '1 tablespoon ground paprika ', '1 tablespoon ground black pepper ', '1 teaspoon finely chopped canned chipotle pepper ', '1 teaspoon dried oregano ', '½ cup olive oil ', '3 pounds flank steak ']","['A juicy and flavorful carne asada starts with a delicious carne asada marinade. This recipe begins with a 24-hour marinade to allow the flank steak to soak up all the tasty and fresh flavors before grilling.\xa0', ""Whether you serve it as tacos, a salad topping, or simply chow down on the tender, flavor-packed steak by itself, this will be the best carne asada you've ever experienced.\xa0"", 'Carne asada is a Mexican dish featuring steak that\'s marinated in a lime juice and seasonings mixture. It literally translates to ""grilled meat,"" so the steak is traditionally grilled.\xa0', 'Learn more: What Is Carne Asada?', 'This carne asada marinade is packed with delicious ingredients, like:', 'Fruit JuiceOrange juice, lemon juice, and lime juice add fruity flavor to this marinade.', 'Soy SauceSoy sauce lends a rich, savory flavor to the steak.', 'Seasonings and SpicesThis marinade includes cilantro, garlic, chili powder, cumin, paprika, pepper, and oregano.', 'Chipotle PepperThe finely chopped chipotle pepper adds a kick of heat.', 'Olive OilOlive oil keeps the steak moist and helps to lock in the flavors.', 'Making this carne asada marinade is so easy: Just combine all the ingredients in a bowl. Reserve 1 cup of the marinade for use after the steak is cooked. Then place the pounded out steak in the marinade and let it sit for 24 hours.', 'This recipe calls for a 24 hour marination time, and we agree that 24 hours will produce the most flavorful and moist carne asada. However, overnight, or even a few hours, in the marinade is better than nothing.', 'After your steak has marinated, pop it on a preheated grill and cook to your preferred doneness. About 5 minutes on each side will yield a medium-rare steak. Pour the reserved marinade over the steak and serve.', '""I did not have the canned chipotle but I did use everything else and my family loved this. Even my 3 year old son who doesn\'t like beef loved this over the chicken taco we made for him. He seriously loved it. We made this last week and will be making this again tomorrow,"" says HollyEP702. ""We made fresh Pico De Gallo, added a little more onion and cilantro on top. The rest of our meal brought the spice that this needed but this was great.""', '""This was so delicious! I think I even liked it better than getting the Carne Asada meat at the local Mexican market. It had a citrus taste which made it seem so light and fresh. It worked really well to grill to medium rare, and it did continue to cook as we pulled it off to become medium. My family absolutely loved it!! It\'s a keeper,"" raves dobrown.', '""This is amazing. It is perfectly spicy. I have gotten carne asada from several different places. But this recipe is way better. I added red pepper, not paprika, which gave it more heat. I had it marinate for 24 hours. I added a little more garlic and the chipotle pepper in adobo sauce in a can but I can\'t explain how good it is..... you need to make it,"" according to Marissa Foster.', 'Editorial contributions by Bailey Fink', 'Combine orange juice, lemon juice, and lime juice for marinade in a large glass or ceramic bowl. Add cilantro, soy sauce, garlic, chili powder, cumin, paprika, black pepper, chipotle pepper, and oregano; stir to combine.', 'Slowly whisk in olive oil until well combined. Remove 1 cup of the marinade and place in a small bowl; cover with plastic wrap and refrigerate for use after the steak is cooked.', 'Place steak between two sheets of heavy plastic (resealable freezer bags work well) on a solid, level surface. Firmly pound steak with the smooth side of a meat mallet to a thickness of 1/4 inch. After pounding, poke steak all over with a fork. Place steak in the marinade in the large bowl, cover, and marinate in the refrigerator for 24 hours.', 'When ready to cook, preheat an outdoor grill for medium-high heat, and lightly oil the grate.', 'Remove steak from the marinade and shake off excess. Discard the remaining marinade.', 'Cook steak on the preheated grill to desired doneness, about 5 minutes per side for medium-rare.', 'Remove steak from grill and slice across the grain. Place on a serving platter and pour the reserved, unused marinade over top. Serve immediately.']",Per Serving:  207 calories; protein 15g; carbohydrates 5.7g; fat 14g; cholesterol 25.3mg; sodium 640.4mg. Full Nutrition
Marinated Flank Steak,https://www.allrecipes.com/recipe/18074/marinated-flank-steak/,"['Home', 'Recipes', 'Meat and Poultry', 'Beef', 'Steaks', 'Flank Steak Recipes', 'Marinated Flank Steak']",4.5,1661,"['cook: 10 mins', 'additional: 2 hrs 5 mins', 'total: 2 hrs 25 mins', 'prep: 10 mins', 'Servings: 6']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2022%2F04%2F05%2FMarinated-Flank-Steak.jpg,"['½ cup vegetable oil ', '⅓ cup low-sodium soy sauce ', '¼ cup red wine vinegar ', '2 tablespoons fresh lemon juice ', '1\u2009½ tablespoons Worcestershire sauce ', '1 tablespoon Dijon mustard ', '2 cloves garlic, minced ', '½ teaspoon ground black pepper ', '1 (1 1/2-pound) flank steak ']","['Make the best steak of your life with this top-rated recipe. A complex, savory flank steak marinade ensures perfectly tender and juicy beef every time.', ""Flank steak is a lean cut of beef that comes from the cow's lower abdominal muscles. It's a relatively tough cut that's low in fat, which means a few things: Flank steak doesn't need to be trimmed, it's inexpensive compared to other cuts, and it benefits greatly from marination.\xa0"", 'Flank and skirt steaks are similar in a lot of ways, but they do have notable differences. Skirt steak comes from the diaphragm of the cow, while flank steak comes from the lower abdomen. Also, skirt steak is fattier and has more marbling than flank steak. Flank steak is thicker and wider.\xa0', 'No flank steak? No problem. Skirt steak is a great substitute. Top round and hanger steak are also excellent options.\xa0', 'Related: 8 Different Types of Steak and How to Cook Them', 'This crowd-pleasing flank steak marinade consists of the following ingredients: vegetable oil, soy sauce, red wine vinegar, lemon juice, Worcestershire sauce, Dijon mustard, garlic, and ground black pepper.\xa0', ""As long as you marinate the flank steak in the fridge for two to six hours, you'll have great results. However, for the absolute best results, marinate overnight or up to 12 hours.\xa0"", ""There are plenty of ways to perfectly cook a flank steak. In this recipe, the steak is grilled — we love the bold, smoky flavor the grill gives the meat. But you can also easily cook your flank steak in the oven or on the stove. You'll find the step-by-step recipe for marinated and grilled flank steak below, but here are some rough guidelines for three different flank steak cooking methods:"", 'Season and marinate the steak according to your recipe. Preheat a lightly oiled outdoor grill to medium-high heat. Remove the steak from the marinade, shake off excess liquid, and grill on each side to desired doneness. The steak is done when a meat thermometer inserted into the center reads between 130 degrees F and 145 degrees F.\xa0', 'Season and marinate the steak according to your recipe. Remove the steak from the marinade, shake off excess liquid, and arrange the steaks in a baking dish lined with aluminum foil. Bake until a meat thermometer inserted into the center of the steak reads between 130 degrees F and 145 degrees F.\xa0', 'Season and marinate the steak according to your recipe. Sear the steaks in a cast-iron skillet until lightly browned on the bottom, then flip to the other side and repeat. Finish the steaks in a preheated oven. Bake until a meat thermometer inserted into the center of the steak reads between 130 degrees F and 145 degrees F.\xa0', ""It depends on the degree of doneness you're after. This marinated flank steak should be totally cooked after about 5 minutes of grilling time on each side. Of course, tastes and preferences will vary."", 'Pair your marinated flank steak with a side salad, grilled or roasted veggies, or something starchy (such as mashed potatoes or French fries). In need of a little inspiration? Check out our collection of the 20 Best Side Dishes for Steak.', '""I\'ve made this twice and it was wonderful both times,"" says gertrong. ""Each time I marinated the meat for 24 hours and ended up with a wonderful flavor and very tender meat.""', '""Easy to prepare and pretty tender,"" according to one Allrecipes community member. ""As another reviewer suggested, I boiled the remaining marinade until it thickened into a nice sauce and drizzled a little over the meat and added some butter sauteed mushrooms. Looked fancy and tasted wonderful!""', '""This recipe was so easy and tasted FANTASTIC,"" raves DUBYANGE. ""I always love to marinade meat in Italian dressing but this takes the cake. Luckily we ate it all because if there was any left, I would have kept eating it. Way to go on this easy, great tasting recipe. I wouldn\'t change a thing.""', 'Editorial contributions by Corey Williams', 'Whisk together oil, soy sauce, vinegar, lemon juice, Worcestershire sauce, Dijon mustard, garlic, and pepper for marinade in a 9x13-inch glass baking dish until thoroughly combined.', 'Add flank steak to the baking dish; turn several times to coat thoroughly with marinade. Cover, and refrigerate for 2 to 6 hours, or up to 12 hours if you have time.', 'When ready to cook, preheat an outdoor grill for medium-high heat and lightly oil the grate.', 'Remove steak from the marinade and shake off excess. Discard the remaining marinade.', 'Cook steak on the preheated grill for about 5 minutes per side, or to desired doneness.', 'Remove from the grill and let rest for 5 minutes before slicing and serving.', 'You can use regular soy sauce, if preferred.', ""If you're not in a rush, we recommend marinating your flank steak for least 6 hours (or up to 12) for the most tender, flavorful steak."", 'Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary.']",Per Serving:  363 calories; protein 24.5g; carbohydrates 3.5g; fat 27.6g; cholesterol 45.8mg; sodium 638mg. Full Nutrition
Best Hamburger Ever,https://www.allrecipes.com/recipe/72657/best-hamburger-ever/,"['Home', 'Recipes', 'Main Dishes', 'Burger Recipes', 'Hamburgers', 'Best Hamburger Ever']",4,739,"['cook: 10 mins', 'total: 20 mins', 'prep: 10 mins', 'Servings: 4', 'Yield: 4 burgers']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F05%2F20%2F5563136.jpg,"['1\u2009½ pounds lean ground beef ', '½ onion, finely chopped ', '½ cup shredded Colby Jack or Cheddar cheese ', '1 (1 ounce) envelope dry onion soup mix ', '1 egg ', '1 clove garlic, minced ', '1 tablespoon garlic powder ', '1 teaspoon soy sauce ', '1 teaspoon Worcestershire sauce ', '1 teaspoon dried parsley ', '1 teaspoon dried basil ', '1 teaspoon dried oregano ', '½ teaspoon crushed dried rosemary ', ' salt and pepper to taste ']","['Preheat a grill on high heat.', 'Mix together ground beef, onion, cheese, onion soup mix, egg, garlic, garlic powder, soy sauce, Worcestershire sauce, parsley, basil, oregano, rosemary, salt, and pepper in a large bowl. Use your hands to form 4 patties.', 'Cook patties on the preheated grill until well-done, about 5 minutes per side.']",Per Serving:  445 calories; protein 39g; carbohydrates 8.8g; fat 27.5g; cholesterol 173.6mg; sodium 966.9mg. Full Nutrition
Prize Winning Baby Back Ribs,https://www.allrecipes.com/recipe/14539/prize-winning-baby-back-ribs/,"['Home', 'Recipes', 'Meat and Poultry', 'Pork', 'Pork Rib Recipes', 'Baby Back Ribs', 'Prize Winning Baby Back Ribs']",4.5,743,"['cook: 1 hr 5 mins', 'total: 1 hr 35 mins', 'prep: 30 mins', 'Servings: 6', 'Yield: 6 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F01%2F27%2FPrize-Winning-Baby-Back-Ribs-by-Alberta-Rose-402890_original-2000.jpg,"['1 tablespoon ground cumin ', '1 tablespoon chili powder ', '1 tablespoon paprika ', ' salt and pepper to taste ', '3 pounds baby back pork ribs ', '1 cup barbeque sauce ']","['Preheat a gas grill for high heat, or arrange charcoal briquettes on one side of the barbeque. Lightly oil the grate.', 'In a small jar, combine cumin, chili powder, paprika, salt, and pepper. Close the lid, and shake to mix.', 'Trim the membrane sheath from the back of each rack. Run a small, sharp knife between the membrane and each rib, and snip off the membrane as much as possible. Sprinkle as much of the rub onto both sides of the ribs as desired. To prevent the ribs from becoming too dark and spicy, do not thoroughly rub the spices into the ribs. Store the unused portion of the spice mix for future use.', ""Place aluminum foil on lower rack to capture drippings and prevent flare-ups. Lay the ribs on the top rack of the grill (away from the coals, if you're using briquettes). Reduce gas heat to low, close lid, and leave undisturbed for 1 hour. Do not lift the lid at all."", 'Brush ribs with barbecue sauce, and grill an additional 5 minutes. Serve ribs as whole rack, or cut between each rib bone and pile individually on a platter.']",Per Serving:  441 calories; protein 24.6g; carbohydrates 16.9g; fat 30g; cholesterol 117mg; sodium 581.8mg. Full Nutrition
Bob's Pulled Pork on a Smoker,https://www.allrecipes.com/recipe/236104/bobs-pulled-pork-on-a-smoker/,"['Home', 'Recipes', 'Main Dishes', 'Pork', 'Pulled Pork', ""Bob's Pulled Pork on a Smoker""]",4.5,238,"['cook: 8 hrs', 'additional: 12 hrs 30 mins', 'total: 20 hrs 40 mins', 'prep: 10 mins', 'Servings: 20']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F05%2F11%2F1198969-bobs-pulled-pork-on-a-smoker-photo-by-jimby19.jpg,"['1 (8 pound) pork shoulder roast ', '1 quart apple cider, or as needed ', '5 tablespoons white sugar ', '5 tablespoons light brown sugar ', '2 tablespoons kosher salt ', '2 tablespoons paprika ', '1 tablespoon onion powder ', '1 tablespoon freshly ground black pepper ', '1 tablespoon garlic powder ', ' 3 cups hickory chips, or more as needed, soaked in water ', '1 onion, chopped ']","['Place pork shoulder in a large pot and add enough apple cider to cover.', 'Combine sugars, salt, paprika, onion powder, black pepper, and garlic powder in a bowl. Mix 1/4 cup of sugar rub into cider; reserve remaining rub.', 'Cover the pot and refrigerate for 12 hours.', 'Preheat the smoker to 210 degrees F (99 degrees C). Add enough wood chips to the smoker.', 'Pour cider brine into the water pan of the smoker; add onion and 1/4 cup more sugar rub.', 'Spread remaining sugar rub over pork shoulder. Transfer pork to the center of the smoker.', 'Smoke pork until very tender or until it reaches an internal temperature of 200 degrees F (95 degrees C), about 8 hours. Monitor hickory chips and liquid, adding more as needed.', 'Transfer pork to a large platter and cool for 30 minutes before shredding with forks.']",Per Serving:  442 calories; protein 23.7g; carbohydrates 15.2g; fat 32.1g; cholesterol 103.9mg; sodium 2690.8mg. Full Nutrition
The Perfect Basic Burger,https://www.allrecipes.com/recipe/25473/the-perfect-basic-burger/,"['Home', 'Recipes', 'Main Dishes', 'Burger Recipes', 'Hamburgers', 'The Perfect Basic Burger']",4.5,213,"['cook: 16 mins', 'additional: 4 mins', 'total: 35 mins', 'prep: 15 mins', 'Servings: 4', 'Yield: 4 hamburger patties']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2017%2F08%2F2294328_-The-Perfect-Basic-Burger-sanzoe.jpg,"['1 egg ', '½ teaspoon salt ', '½ teaspoon ground black pepper ', '1 pound ground beef ', '½ cup fine dry bread crumbs ']","['Preheat an outdoor grill for high heat and lightly oil grate.', 'In a medium bowl, whisk together egg, salt and pepper. Place ground beef and bread crumbs into the mixture. With hands or a fork, mix until well blended. Form into 4 patties approximately 3/4 inch thick.', 'Place patties on the prepared grill. Cover and cook 6 to 8 minutes per side, or to desired doneness.']",Per Serving:  317 calories; protein 27.4g; carbohydrates 10g; fat 17.8g; cholesterol 124.5mg; sodium 474.5mg. Full Nutrition
Rotisserie Chicken,https://www.allrecipes.com/recipe/93168/rotisserie-chicken/,"['Home', 'Recipes', 'Meat and Poultry', 'Chicken', 'Whole Chicken Recipes', 'Rotisserie Chicken']",4.5,297,"['prep: 5 mins', 'cook: 1 hr 10 mins', 'additional: 10 mins', 'total: 1 hr 25 mins', 'Servings: 6']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8539040.jpg,"['1 (3 pound) whole chicken ', '1 pinch salt ', '¼ cup butter, melted ', '1 tablespoon salt ', '1 tablespoon paprika ', '¼ tablespoon ground black pepper ']","['Season chicken cavity with a pinch of salt. Place chicken onto a rotisserie and set the grill on high. Cook for 10 minutes.', 'Meanwhile, quickly mix together butter, 1 tablespoon of salt, paprika, and pepper. Turn the grill down to medium and baste chicken with the butter mixture.', 'Close the lid and cook, basting occasionally, until chicken is cooked through and the internal temperature reaches 180 degrees F (83 degrees C), 1 to 1 1/2 hours.', 'Remove chicken from the rotisserie and let rest for 10 to 15 minutes before carving.']",Per Serving:  357 calories; protein 30.9g; carbohydrates 0.8g; fat 24.9g; cholesterol 117.4mg; sodium 1310.9mg. Full Nutrition
Cedar Planked Salmon,https://www.allrecipes.com/recipe/109297/cedar-planked-salmon/,"['Home', 'Recipes', 'BBQ & Grilling', 'Seafood', 'Salmon', 'Cedar Planked Salmon']",5,800,"['cook: 20 mins', 'total: 35 mins', 'prep: 15 mins', 'Servings: 6', 'Yield: 6 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2609651.jpg,"['3 (12 inch) untreated cedar planks ', '⅓ cup vegetable oil ', '1\u2009½ tablespoons rice vinegar ', '1 teaspoon sesame oil ', '⅓ cup soy sauce ', '¼ cup chopped green onions ', '1 tablespoon grated fresh ginger root ', '1 teaspoon minced garlic ', '2 (2 pound) salmon fillets, skin removed ']","['Soak the cedar planks for at least 1 hour in warm water. Soak longer if you have time.', 'In a shallow dish, stir together the vegetable oil, rice vinegar, sesame oil, soy sauce, green onions, ginger, and garlic. Place the salmon fillets in the marinade and turn to coat. Cover and marinate for at least 15 minutes, or up to one hour.', 'Preheat an outdoor grill for medium heat. Place the planks on the grate. The boards are ready when they start to smoke and crackle just a little.', 'Place the salmon fillets onto the planks and discard the marinade. Cover, and grill for about 20 minutes. Fish is done when you can flake it with a fork. It will continue to cook after you remove it from the grill.']",Per Serving:  678 calories; protein 61.3g; carbohydrates 1.7g; fat 45.8g; cholesterol 178.6mg; sodium 981.2mg. Full Nutrition
Kalbi (Korean BBQ Short Ribs): Authentic Recipe,https://www.allrecipes.com/recipe/246645/kalbi-korean-bbq-short-ribs-authentic-recipe/,"['Home', 'Recipes', 'World Cuisine', 'Asian', 'Korean', 'Kalbi (Korean BBQ Short Ribs): Authentic Recipe']",4,1,"['cook: 6 mins', 'additional: 2 hrs', 'total: 2 hrs 21 mins', 'prep: 15 mins', 'Servings: 4', 'Yield: 4 servings']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6918430.jpg,"['¾ cup cola-flavored carbonated beverage (such as Coca-Cola®) ', '¼ cup white sugar ', '¼ cup soy sauce ', '¼ cup water ', '2 green onions, chopped ', '3 tablespoons sesame oil ', '1 tablespoon minced garlic ', '1\u2009½ teaspoons sesame seeds ', '1 teaspoon ground black pepper ', '2 pounds short ribs ']","['Combine cola beverage, white sugar, soy sauce, water, green onions, sesame oil, garlic, sesame seeds, and black pepper in a bowl until marinade is well-mixed.', 'Place short ribs in a resealable plastic bag and pour in marinade. Squeeze out excess air and seal the bag. Marinate in the refrigerator for at least 2 hours.', 'Preheat an outdoor grill for medium-high heat and lightly oil the grate. Remove short ribs from marinade, discarding marinade.', 'Cook short ribs until browned and cooked to desired doneness, 3 to 4 minutes per side. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).', 'Add red chili paste, or sambal, to make it a bit spicy.', 'Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary.']",Per Serving:  647 calories; protein 22.9g; carbohydrates 20.7g; fat 52.4g; cholesterol 93.1mg; sodium 955.7mg. Full Nutrition
